id;lat;lng;nroposte;material;fecha;descripcion;cantidad;codigo;tecnico;destino;dirigente;celular;distrito;potencia;color;estado;created_at;updated_at
1865;-18.001448;-67.069123;SN;P.METAL;2022-03-23;LUMINARIA ELECTRICO VAPO DE SODIO DE 70W AMU;1;81200101;(ING. WILMA CRUZ)TEC. WILDER GERONIMO;;;;D4;70W;VERDE OSCURO;ACTIVO;NULL;NULL
